Id,SalePrice
1461,147248.14075742906
1462,174163.20201411654
1463,245964.20681357998
1464,201895.50675664598
1465,149252.65858086557
1466,195775.24353155892
1467,153540.985930447
1468,155403.2397745251
1469,150617.57853609225
1470,149778.10190551358
1471,157783.8400137723
1472,174191.63084511762
1473,174191.63084511762
1474,174446.22583699532
1475,114377.73304145814
1476,245964.20681357998
1477,150476.27173334177
1478,247239.05597770488
1479,155142.50263064023
1480,247239.05597770488
1481,247239.05597770488
1482,174421.4463611239
1483,146895.9911464124
1484,155664.7512704878
1485,195498.23316558613
1486,178072.7319030264
1487,200965.0206099228
1488,152746.76293347692
1489,143826.86873815427
1490,141209.24850558065
1491,179315.8354388015
1492,130720.4880641374
1493,157162.63177111192
1494,246099.59269686296
1495,247239.05597770488
1496,156695.55768958904
1497,163858.02988906932
1498,174998.15378569992
1499,173360.52715846224
1500,174438.45091417103
1501,174191.63084511762
1502,173115.5808071494
1503,184603.0391276655
1504,196403.40759403814
1505,184069.2750935447
1506,168608.84451816935
1507,245964.20681357998
1508,243422.06177693518
1509,242459.57810575294
1510,167891.51230338827
1511,137730.71371617334
1512,162084.32704746234
1513,178133.98428574565
1514,148525.97106405513
1515,245540.5787580044
1516,243842.0347819528
1517,173213.3583846144
1518,148730.3238202192
1519,175396.56616924788
1520,149554.37420174328
1521,150585.45860903992
1522,160317.5990101691
1523,141814.50106693496
1524,138200.3011146403
1525,112025.26484305355
1526,146076.14191277948
1527,103827.51381658285
1528,174861.2413059032
1529,143025.1378174244
1530,168186.9102010603
1531,178072.7319030264
1532,99148.4517641832
1533,138372.7263165374
1534,141090.66853855996
1535,194507.3473092621
1536,150142.57658908042
1537,104909.04027816
1538,173917.12153913407
1539,172567.61815080445
1540,149022.21043609
1541,184040.8799033599
1542,177207.57476190498
1543,172276.90946799715
1544,141892.08894781515
1545,141860.7806940305
1546,157156.1155504051
1547,173606.16959878406
1548,174029.26311177586
1549,174163.20201411654
1550,241527.4247143323
1551,118440.78651917654
1552,177748.57465738762
1553,143887.57178728437
1554,140488.50523456998
1555,169027.1022547126
1556,140488.50523456998
1557,143755.2143156942
1558,142588.564101896
1559,141767.37259926266
1560,174998.15378569992
1561,149716.85678077672
1562,148781.96117547835
1563,141090.66853855996
1564,149475.48763159136
1565,244830.6189952753
1566,152746.76293347692
1567,143502.80569521102
1568,246524.18521211832
1569,152746.76293347692
1570,143637.58918676013
1571,134704.09562172758
1572,150534.01964961967
1573,150534.01964961967
1574,145340.19261458883
1575,171971.46136186225
1576,196850.55259564944
1577,150108.64844150306
1578,169445.5788176156
1579,149475.48763159136
1580,242470.38480862053
1581,141860.7806940305
1582,145022.47446459875
1583,247239.05597770488
1584,230545.4846417164
1585,165684.31724106762
1586,105636.07277939825
1587,106226.06207146602
1588,144357.23754538334
1589,147268.76183726845
1590,146277.12401709316
1591,99148.4517641832
1592,149475.48763159136
1593,137686.7047314495
1594,148525.97106405513
1595,140715.36243715268
1596,246677.45375395796
1597,245540.5787580044
1598,243801.81571394645
1599,151588.8252946852
1600,150595.18184282785
1601,135561.80850220405
1602,173115.5808071494
1603,103645.74801664313
1604,175091.12522935768
1605,245888.4964065763
1606,156379.89136376913
1607,105636.07277939825
1608,240762.57953655752
1609,116087.25400686181
1610,197196.17264612744
1611,118127.48676810878
1612,105636.07277939825
1613,149716.85678077672
1614,140488.50523456998
1615,164262.35399797355
1616,130126.28431677127
1617,148351.15031059211
1618,137997.63365226006
1619,141090.66853855996
1620,173617.58132154148
1621,199024.92293608162
1622,243842.0347819528
1623,142251.06120248837
1624,223177.96447139487
1625,145484.84459094345
1626,243942.87356624458
1627,195775.24353155892
1628,246677.45375395796
1629,174998.15378569992
1630,160357.31824086566
1631,151427.6972631526
1632,150595.18184282785
1633,195498.23316558613
1634,195125.935969834
1635,194565.471347293
1636,149252.65858086557
1637,195783.96945982412
1638,232136.44753441258
1639,243349.34243429836
1640,246677.45375395796
1641,151235.71308306564
1642,200298.5006497363
1643,186534.494488121
1644,245540.5787580044
1645,150595.18184282785
1646,152374.9413067223
1647,149716.85678077672
1648,133077.34426735883
1649,150476.27173334177
1650,149347.46555762648
1651,149493.66791146636
1652,174191.63084511762
1653,174191.63084511762
1654,174696.75168911868
1655,149475.48763159136
1656,173368.60306588633
1657,174696.75168911868
1658,174696.75168911868
1659,149896.46030375807
1660,157061.7854237116
1661,247239.05597770488
1662,246677.45375395796
1663,247239.05597770488
1664,247239.05597770488
1665,242645.71844559128
1666,247239.05597770488
1667,246677.45375395796
1668,247239.05597770488
1669,243842.0347819528
1670,169027.1022547126
1671,247239.05597770488
1672,243349.34243429836
1673,245888.4964065763
1674,193875.65639466446
1675,175905.1810843759
1676,174668.24042020115
1677,174668.24042020115
1678,247239.05597770488
1679,247239.05597770488
1680,175905.1810843759
1681,173869.35024923208
1682,247239.05597770488
1683,157149.94342538744
1684,199339.76572894765
