SalePrice,id
119538.57144161926,1461
160944.91061307688,1462
176633.66234017024,1463
203947.87716348423,1464
194542.54823261747,1465
169862.44000077678,1466
171568.01859326928,1467
166605.44573404,1468
181473.822956378,1469
118857.7106165864,1470
194516.98817981977,1471
100946.95493833013,1472
101748.86711061161,1473
144633.86434592406,1474
116079.56081745645,1475
353194.3306625268,1476
254227.37102419877,1477
291358.38055476075,1478
286192.791019949,1479
476587.8421678067,1480
333270.7109048165,1481
217255.36436516623,1482
176925.0022102053,1483
166890.31173015892,1484
196204.97942578827,1485
196903.83402733903,1486
333988.08319110394,1487
239121.4936218104,1488
189462.5129590175,1489
217391.66806457366,1490
194800.0256108445,1491
93100.77004062709,1492
182531.79938996414,1493
300684.1910237953,1494
293275.95252695866,1495
227115.3274541832,1496
168494.71540315225,1497
169165.05568019132,1498
163422.8079655629,1499
152989.94358677464,1500
166906.01728377913,1501
152244.78188697758,1502
272654.00573073013,1503
245184.31562670105,1504
222855.5139502542,1505
189135.29442584538,1506
233587.12287607504,1507
194482.07911667824,1508
159329.50085856137,1509
140686.69422535252,1510
141058.8159529351,1511
158735.5514496347,1512
137232.94681052925,1513
146455.04060627738,1514
181352.7807945905,1515
157079.61424283398,1516
165244.366990736,1517
127717.62346114474,1518
207130.225897556,1519
127169.95645800384,1520
128193.4797361271,1521
171442.89400040684,1522
107592.9157073817,1523
119074.37820834969,1524
122124.21769546397,1525
112449.16717132766,1526
102795.42134520995,1527
137811.04510608935,1528
142976.36291046988,1529
179769.5468395378,1530
118617.16544013584,1531
96155.54090365581,1532
136623.03936987068,1533
124730.43539124847,1534
143118.0428849255,1535
108393.19545115174,1536
67308.57514583452,1537
168398.57168672275,1538
195709.67844977987,1539
89678.67460226467,1540
139641.84227507212,1541
131509.34522089598,1542
184296.75351415368,1543
86422.93799291723,1544
116368.83109085512,1545
135042.83686956036,1546
133877.26479341224,1547
130711.03856951032,1548
121007.32343464324,1549
126622.36812983727,1550
108518.93528645941,1551
125638.37246220536,1552
141890.7394511792,1553
120598.52277891406,1554
156098.60505270446,1555
92593.24179504749,1556
97043.95452196925,1557
114796.97911722453,1558
84761.2252569465,1559
133100.88419289535,1560
115288.73274266643,1561
129327.40296193025,1562
119566.05951483473,1563
153860.00213356744,1564
143000.07751095365,1565
238228.6565385984,1566
81702.80529692522,1567
237408.23689384287,1568
126102.16001788112,1569
148536.61406804694,1570
121814.44094789628,1571
141298.12488076324,1572
241636.54495997558,1573
117074.86780926959,1574
234800.0819079099,1575
247293.29582115397,1576
184449.7471145674,1577
151450.47430446668,1578
141954.55722519162,1579
195335.94967297453,1580
154417.65175742575,1581
124534.19806225023,1582
308623.5140117535,1583
218326.66851789842,1584
139113.9134490758,1585
77239.55421576879,1586
107324.3303808951,1587
145038.82219858342,1588
97730.14666771665,1589
140190.55187555257,1590
98375.25057983011,1591
112796.60007350182,1592
129185.26908823643,1593
115952.64504292533,1594
103760.85914985281,1595
228124.28933116913,1596
183162.7632408482,1597
215981.33595239717,1598
171224.57997664984,1599
168772.48055902898,1600
69636.9440213,1601
117189.213343689,1602
95480.47183949254,1603
246691.41209181127,1604
255901.82195009032,1605
167589.27461755258,1606
177815.25147561403,1607
226683.60061414973,1608
180984.62995668722,1609
144157.18813417718,1610
141529.0697750011,1611
160684.12231199385,1612
163716.2461052418,1613
121115.37980790973,1614
95960.92541101325,1615
85601.91116397902,1616
97391.39320863978,1617
128626.03362753394,1618
135673.98406286462,1619
136990.65985499186,1620
137283.52480611674,1621
139912.1768077737,1622
271834.9928475002,1623
220488.54334239554,1624
124733.19148024541,1625
175163.29055854643,1626
190645.60768788686,1627
289341.7792518804,1628
176109.24129887394,1629
314413.2040908076,1630
221982.34563561255,1631
230414.3540528351,1632
177139.48930452182,1633
186494.5072758589,1634
181172.67067607274,1635
154855.55448723835,1636
183639.74563534735,1637
192625.84980993913,1638
182796.28789257875,1639
252728.76422957113,1640
175781.16987751555,1641
232943.90822144417,1642
222403.71839958392,1643
239905.32867255568,1644
190689.88425330067,1645
169108.67404634185,1646
166605.61375121961,1647
124657.28571868707,1648
145246.92865320723,1649
115679.49416312223,1650
120927.04964691911,1651
102877.4122370445,1652
105350.2575945862,1653
138521.2427348287,1654
137401.2836126087,1655
137774.0159499788,1656
139331.44529067364,1657
144761.38056327862,1658
121213.5313652511,1659
152314.0142533387,1660
426382.8373909512,1661
372692.7416883491,1662
371748.72110057686,1663
480366.68551074853,1664
298659.50919486186,1665
331447.08524673595,1666
377416.86811150995,1667
345996.89168733434,1668
301317.0400552388,1669
338931.5443471344,1670
268269.0818656654,1671
424969.4155599807,1672
297714.19158407615,1673
251438.69144187,1674
192610.57764490103,1675
191330.9479091461,1676
216552.8188941992,1677
489454.43065704795,1678
367817.1690578172,1679
331620.7437413875,1680
234576.9202981393,1681
307801.9651345272,1682
181022.9507640225,1683
180433.94601954398,1684
178111.9115383794,1685
178352.73267990508,1686
173462.1727736435,1687
196180.11655919408,1688
199386.00795573395,1689
207736.56711023842,1690
195321.75219468863,1691
268157.2875260566,1692
167836.89002441135,1693
184640.66314899904,1694
162591.3086052187,1695
272365.0700151278,1696
173330.06554251479,1697
337287.66842865024,1698
321515.6497933318,1699
248850.4919022317,1700
280479.3297548453,1701
241763.00033616932,1702
242983.76665236425,1703
289155.16649421933,1704
249900.31789442344,1705
397816.76199054834,1706
200714.62687332183,1707
194783.01960002675,1708
288975.59135604213,1709
234248.3737668863,1710
274180.06065189105,1711
262910.7243712546,1712
252608.67496002428,1713
218625.59017288423,1714
204857.95993940768,1715
184145.82887096546,1716
178920.12070785256,1717
130918.78172492595,1718
202564.66500061058,1719
238604.7000220464,1720
167412.78291090505,1721
122682.46951734793,1722
154243.47287550446,1723
201322.44371829316,1724
245197.6826579685,1725
182104.5255656517,1726
150448.54648095687,1727
180018.9619422989,1728
161360.69788543874,1729
146371.12103522223,1730
121467.06261198156,1731
134837.6476518946,1732
116076.26781469023,1733
124155.33354886601,1734
137449.48807562285,1735
111656.13481997239,1736
294413.97306038404,1737
245473.63054699588,1738
232682.27227259128,1739
206084.4905231406,1740
189568.41296120244,1741
165101.44931805026,1742
177267.62049846468,1743
317098.4420980401,1744
208762.6347058892,1745
184078.8590083236,1746
218070.44550264857,1747
218825.147721151,1748
138387.64419451874,1749
128337.06674331744,1750
253890.02518300727,1751
119159.91766874418,1752
135802.20107590855,1753
200126.21518146482,1754
168093.64768719967,1755
124547.35943831725,1756
121047.82410109007,1757
139130.78748467486,1758
152740.36520439057,1759
160921.20238013213,1760
145976.49855289308,1761
167564.76421647094,1762
178434.1372206392,1763
119931.00040908545,1764
153839.96746237538,1765
185051.8740701768,1766
218984.51604154462,1767
140013.5022781155,1768
183148.7555393416,1769
159189.4235041439,1770
122984.34375786592,1771
128857.28150696424,1772
129769.31918052955,1773
137619.67560698156,1774
147822.8118905002,1775
124761.46903795797,1776
107378.6483381671,1777
137379.91624486932,1778
121215.7939676991,1779
180013.02072225662,1780
128551.69980210748,1781
95156.8218981846,1782
149154.34008275272,1783
114237.21088933894,1784
116119.59053040107,1785
132534.12725370316,1786
172227.86373930404,1787
70989.38663848845,1788
104587.32495434197,1789
91053.06988355392,1790
183736.02632785984,1791
155122.1394920753,1792
127712.26322561629,1793
150680.95546294685,1794
140940.73448357408,1795
128715.91579881684,1796
117448.60121775095,1797
127087.62117973136,1798
113971.73617016638,1799
125560.32313736345,1800
128084.46962022444,1801
139886.43338226984,1802
140905.09337533262,1803
138248.06178844845,1804
137157.31371827706,1805
129214.8601545722,1806
135308.2542145306,1807
121349.44974809872,1808
120092.22102050402,1809
134539.48826723325,1810
86275.26380998986,1811
95137.78706786284,1812
121326.82211311511,1813
91852.74213524366,1814
61170.77381374555,1815
100019.29703031853,1816
105928.57908231026,1817
146542.148642135,1818
131411.26163039572,1819
77562.79884009022,1820
113523.79735217203,1821
153985.55643111817,1822
62538.287319473995,1823
125316.74307127051,1824
130105.55515322217,1825
111372.72253973456,1826
101132.32928451867,1827
128669.91047025366,1828
112945.08474719137,1829
143427.65933025003,1830
144351.03815261787,1831
81282.1834717135,1832
131398.54675193832,1833
125792.23165712201,1834
123252.08024704935,1835
121684.1662517291,1836
90042.21699184936,1837
126577.03638855657,1838
108729.28774307338,1839
133421.70756507874,1840
137153.70959758284,1841
97804.24748188593,1842
138837.06576270363,1843
141190.0245362252,1844
139712.9814935234,1845
157303.78109367235,1846
154321.7280720012,1847
63950.78370801874,1848
107434.50407008601,1849
120103.70522160044,1850
159340.1904670704,1851
127316.21964922156,1852
129743.67192668757,1853
166709.4532259028,1854
149747.98077083932,1855
228548.3718007492,1856
147440.29590267182,1857
124764.8348693471,1858
112542.48247779105,1859
153080.06948839448,1860
112851.42464077983,1861
301395.0327518018,1862
283678.56542290054,1863
283766.634042962,1864
350480.4889587576,1865
328555.04974830203,1866
234466.3469056997,1867
294893.76407970453,1868
207319.21209949124,1869
231091.65020177345,1870
262817.01238334936,1871
180840.6449852997,1872
264719.92361223645,1873
151918.24819794696,1874
196200.40234188217,1875
192885.63663316122,1876
211692.67975851125,1877
216890.2421929858,1878
133827.83845819754,1879
127460.81634299546,1880
245523.716100748,1881
260705.31826311143,1882
182338.58683307876,1883
198775.4715353753,1884
246834.2499876657,1885
289764.1654558338,1886
219723.68889336404,1887
275881.39928463515,1888
174415.16818160165,1889
126697.10062317607,1890
128743.82488790658,1891
101208.55511771009,1892
127880.35523549221,1893
127531.55275040938,1894
134713.07098166825,1895
127557.19362920092,1896
126583.22554768018,1897
123254.85711330984,1898
153648.97313586398,1899
156503.90629451108,1900
154866.17641774227,1901
137561.13331010763,1902
216514.5358523938,1903
141048.87107940906,1904
196989.94149625654,1905
145594.90104257644,1906
203449.3095621275,1907
111247.11387529084,1908
135729.85565340891,1909
123051.517280566,1910
194885.73223096307,1911
324502.7979609438,1912
141903.86512278722,1913
81624.38209090388,1914
269325.8641526237,1915
69723.77766139936,1916
258095.54140313732,1917
146970.1405452297,1918
172515.1210402724,1919
147167.29457515187,1920
383341.59707398387,1921
318992.2728816505,1922
215402.4243780564,1923
248851.0517449702,1924
196378.785547501,1925
378469.80581055273,1926
138460.6683063676,1927
153236.96845164357,1928
127816.59275899753,1929
130330.74479544636,1930
141753.12803474287,1931
136755.60945608254,1932
180735.42983117548,1933
179705.2138144649,1934
174596.85891209665,1935
186404.89807834922,1936
182878.71429524696,1937
165239.1399372445,1938
247777.14867762543,1939
190948.682661178,1940
173224.50676961304,1941
183717.67526405194,1942
207360.70529656752,1943
338648.08141750627,1944
369793.36402066547,1945
137170.6315559595,1946
292199.81509484875,1947
194817.46505934023,1948
247484.86811891024,1949
192498.73355975948,1950
259845.76406334733,1951
221314.60354677605,1952
171049.33563938236,1953
179092.29723561418,1954
134161.3390529619,1955
343825.39535346406,1956
150532.15373327388,1957
315563.687397129,1958
139007.4655472846,1959
111520.52162105632,1960
121800.27358629611,1961
101299.49012926596,1962
107100.24251588697,1963
105313.44862287339,1964
142139.15242578063,1965
131740.68621435922,1966
291917.1835587305,1967
392031.51598750986,1968
370704.5434777312,1969
408454.2638846458,1970
471719.2742087768,1971
379492.9416734178,1972
283406.6075825593,1973
319529.1258543653,1974
489345.58067880257,1975
279888.2477551811,1976
347603.0137147985,1977
343025.900514037,1978
342392.54285537696,1979
210017.11761665958,1980
345089.22320569487,1981
232880.13293842628,1982
217017.6427518606,1983
164736.21152276537,1984
219395.54454676586,1985
202052.593495326,1986
183483.67058383193,1987
178542.36744741467,1988
197591.9943286241,1989
212607.29232922127,1990
228493.70779934828,1991
217554.100190755,1992
172501.90016708802,1993
224683.11678572698,1994
188061.74450162897,1995
249563.72421244625,1996
311417.59085465764,1997
320517.38723894354,1998
265311.5888158999,1999
329922.8006272054,2000
271577.77129735454,2001
232934.28040397158,2002
268491.3515624588,2003
303169.7223814816,2004
227438.0044705068,2005
225204.30623918358,2006
257629.39760712074,2007
213335.57134173554,2008
195245.754909118,2009
197729.39541592443,2010
139943.82106782193,2011
176764.91174298164,2012
180606.06318285182,2013
184546.87867999115,2014
214365.91778340074,2015
187930.6486263484,2016
197661.736179935,2017
127690.39356704956,2018
136412.259367518,2019
104500.16819001744,2020
107507.65923590242,2021
185139.63959413202,2022
130586.95792716368,2023
241642.07119648214,2024
378841.8959441413,2025
178044.78698846902,2026
159067.4029711088,2027
145879.6769547559,2028
159601.95407598038,2029
279368.4106803144,2030
238132.24321335886,2031
248520.75585226994,2032
257562.23619417878,2033
168663.14621006692,2034
224619.23736562915,2035
199702.63431348157,2036
205863.16402790832,2037
318963.1150107376,2038
237471.38067501687,2039
301592.5310449411,2040
274936.5438990813,2041
196915.8822658457,2042
177030.6306452731,2043
165750.98216601924,2044
231318.54333218234,2045
148315.0136694945,2046
137291.10362765586,2047
138268.08818464802,2048
140294.82533224922,2049
178503.8651851133,2050
107328.89524601621,2051
123919.78460652547,2052
146437.2842392241,2053
105018.6424267615,2054
142416.02299530894,2055
147709.866110451,2056
119130.29582252401,2057
215526.83636808133,2058
134671.80436302075,2059
163443.41683059713,2060
171620.92582068534,2061
128119.01089592148,2062
124792.61575928048,2063
139825.80261530163,2064
121911.56795316399,2065
162823.24376387554,2066
111533.84265557278,2067
136536.19110633363,2068
90340.41873315201,2069
122223.86242298431,2070
106004.50011571661,2071
129372.33682231286,2072
135450.28843545963,2073
192937.96908741334,2074
151529.6400258203,2075
123336.99768913959,2076
149789.31670897105,2077
118688.98314875722,2078
133459.8485808385,2079
119277.49524329609,2080
122618.6035520185,2081
120363.19267314253,2082
134650.98708520192,2083
114863.20984535842,2084
115698.73497019512,2085
111316.9871588249,2086
121701.53164151985,2087
98465.46102796201,2088
86743.86025296181,2089
128499.24115853809,2090
107437.73727122472,2091
112562.77561169307,2092
108387.6630268535,2093
108874.02856107893,2094
151408.80193461815,2095
85628.04743100896,2096
107655.459204436,2097
138121.62654206585,2098
71455.47377398433,2099
74746.40675073635,2100
112217.07512390494,2101
131285.45698202867,2102
107338.23948036606,2103
127850.24895429841,2104
124098.07585795627,2105
65203.87220875942,2106
211117.12973897954,2107
116550.14622476502,2108
105733.9675372675,2109
123239.5977176333,2110
140799.25505300818,2111
133176.8276941676,2112
120137.38487182597,2113
123833.22847010098,2114
162383.30719496933,2115
113601.73548909137,2116
147537.4239947462,2117
130368.46385673361,2118
114441.37612521878,2119
123907.84235490883,2120
94048.54811063092,2121
114720.61884469866,2122
89974.43742037512,2123
156985.40743268785,2124
118733.5321182418,2125
143090.32530630857,2126
151869.45366697706,2127
129190.4156512819,2128
94177.59198864999,2129
133017.46778144754,2130
147743.21242388833,2131
116818.0512531941,2132
123236.1266809248,2133
128825.72955577708,2134
102942.77121807126,2135
77589.00143510652,2136
112350.38637322462,2137
132758.442865949,2138
149521.57680070706,2139
140059.99113963227,2140
149685.86179538077,2141
128311.56955697355,2142
137625.63713633418,2143
113728.91324630572,2144
139406.28595916595,2145
169681.17507322767,2146
138347.44723035645,2147
138079.59739051113,2148
152481.05812787282,2149
240450.01166536598,2150
125886.47393327208,2151
156462.72703748784,2152
159901.40512120782,2153
103608.76119128702,2154
144021.34667956518,2155
241446.70066763004,2156
236846.89245598303,2157
239582.1873732263,2158
211319.34334091604,2159
193662.01949929228,2160
251504.85046281558,2161
411814.02199272276,2162
355577.9829341009,2163
267160.8020984719,2164
195204.79316477178,2165
153966.98396683927,2166
222147.85258441008,2167
191952.6082277779,2168
200388.84832198732,2169
214821.9765753586,2170
145819.9706431791,2171
134809.5566539847,2172
160382.227438566,2173
225660.1423992856,2174
316793.320761481,2175
310821.306113558,2176
238041.8263151719,2177
226196.98771533638,2178
136621.66846345476,2179
188286.9626954501,2180
197406.51406536062,2181
228059.50278583472,2182
196276.4853168026,2183
