id,SalePrice
1461,115883.90855965058
1462,160068.74789316062
1463,179297.34002209883
1464,203046.66992085677
1465,197665.99242485323
1466,172872.42600291147
1467,177503.41580388937
1468,163941.03015876442
1469,182540.20023804615
1470,119597.1947632868
1471,193342.0817440209
1472,100848.20460234428
1473,99694.70286175504
1474,148388.28288998085
1475,114390.32660262779
1476,352500.50991018576
1477,248313.70396657003
1478,272885.71536143933
1479,267530.7450550406
1480,506302.8856826949
1481,341114.17723578087
1482,210992.1927635012
1483,173040.59470411658
1484,162625.06751906173
1485,186018.255949857
1486,195907.80404680938
1487,321029.46868208406
1488,235264.9224965068
1489,189530.8962634459
1490,227937.33969154122
1491,194700.69856889523
1492,90107.77919233542
1493,173720.2011482552
1494,287952.0547369796
1495,293304.5317004845
1496,233410.36572267945
1497,178350.5793365528
1498,169749.69494443224
1499,161476.55467902956
1500,156949.11936785985
1501,176772.57646795007
1502,151870.00217149282
1503,275626.73392256245
1504,249015.94196686597
1505,229572.2419260579
1506,190644.44317575588
1507,253700.55488398916
1508,196333.5060061958
1509,162498.15670622615
1510,144554.23412866055
1511,146415.41870709104
1512,172870.12131036684
1513,143644.40233306636
1514,148801.22884129104
1515,194608.8454152215
1516,150350.97153096925
1517,163869.28210389678
1518,131525.28141615068
1519,209806.16097560522
1520,131323.44751901267
1521,132360.83676587194
1522,180284.4652256212
1523,109536.9573358736
1524,124666.91798238465
1525,122577.9447130027
1526,114145.98245440438
1527,105727.0705133031
1528,141587.8067245851
1529,148927.01261236906
1530,184345.8560265133
1531,108880.25542997388
1532,95723.86852472031
1533,143234.39868099763
1534,122875.76178553181
1535,141952.95275906016
1536,107410.45571282633
1537,57249.3701532429
1538,144259.48654357166
1539,199390.5178955199
1540,89128.46570055105
1541,138536.3349301999
1542,139721.0254940948
1543,187414.065982146
1544,85793.46777612864
1545,115100.2546982662
1546,131100.57271938474
1547,131562.57348661186
1548,130874.07663326728
1549,120641.05907656401
1550,131332.34213971056
1551,106271.61042509731
1552,131769.31420596322
1553,143330.99558805497
1554,122540.61108761698
1555,158338.577066029
1556,83927.76132536036
1557,102024.50894417563
1558,104093.31148996929
1559,71229.53956487583
1560,126613.90578951074
1561,119726.59545514284
1562,128544.28919188339
1563,122223.00285419286
1564,152784.93217875063
1565,141723.78802053063
1566,231723.280663277
1567,76962.65238051617
1568,240165.79474602605
1569,121389.74318165213
1570,141496.2652880253
1571,126804.79189456739
1572,146468.06500976701
1573,229065.45209888212
1574,119202.09276682844
1575,223156.08206765482
1576,251982.8736353247
1577,173604.14447851694
1578,144100.89578637754
1579,143624.7062986317
1580,194418.25689286093
1581,153127.84959777084
1582,125902.4121589794
1583,312384.191519792
1584,221206.4390749722
1585,138774.76660603957
1586,70185.2965788983
1587,104993.78367382931
1588,151433.10595334304
1589,89804.7623103754
1590,140255.4433054641
1591,96588.34495139336
1592,113928.64436912505
1593,123407.3490842434
1594,120732.47973197643
1595,104565.44252478916
1596,226017.08173189854
1597,194083.40329473474
1598,226031.26521623824
1599,160295.93262864012
1600,153392.88437859179
1601,62221.11205101654
1602,116151.91821872379
1603,84536.54643331209
1604,259158.2629940257
1605,253110.39054587396
1606,168988.16664330455
1607,179113.42415882202
1608,212739.67064303346
1609,176547.6928609374
1610,146715.9572366747
1611,138108.4480724592
1612,161578.53238933743
1613,162998.63343172095
1614,122486.81178614515
1615,94258.38149802916
1616,82953.88836176643
1617,96215.2993658179
1618,126000.74590811884
1619,135625.34648808566
1620,148170.55429578864
1621,139579.42328864816
1622,139355.4938746807
1623,274555.4503386585
1624,220467.89755911686
1625,121074.12955318471
1626,173594.76262046068
1627,194693.5416163521
1628,282643.2127294007
1629,173734.97230101755
1630,362392.08880395023
1631,233106.9339300804
1632,247924.835556821
1633,167938.26977266502
1634,186275.80512518398
1635,179444.01485264895
1636,154012.12646375987
1637,192781.04105669697
1638,179733.0418214532
1639,184032.0599170324
1640,253712.76874697433
1641,177415.9803800564
1642,239966.6147455055
1643,218246.1608425558
1644,236788.28781747917
1645,200986.62419837114
1646,162930.18583951276
1647,160700.6469262017
1648,126073.24193521975
1649,142135.6125803474
1650,111884.25446117471
1651,118631.5052704406
1652,103724.98358818273
1653,106239.65580717093
1654,144154.07039778648
1655,135460.80391345778
1656,138972.061995449
1657,144959.00142070907
1658,145608.57673162996
1659,120590.28794818581
1660,148148.80133890893
1661,434549.839098204
1662,397640.2102044463
1663,378599.7313355447
1664,554732.442491157
1665,293672.7584509169
1666,320653.4065514243
1667,386555.31571250595
1668,336469.71023852995
1669,298784.9250707528
1670,331225.1599047948
1671,263308.53230842564
1672,443458.65893404133
1673,292521.1370752087
1674,242718.24323835986
1675,196095.1293499223
1676,194215.41148928646
1677,217701.05195271177
1678,502607.5180582375
1679,380004.16393319645
1680,325621.27484555764
1681,227784.66023293676
1682,304691.8050647803
1683,186541.39848372212
1684,175304.54107176035
1685,176838.86632024322
1686,171986.07189450454
1687,168165.91488998712
1688,189895.2369491019
1689,196225.64175565226
1690,199981.70845503453
1691,188042.61942483822
1692,260405.36250280842
1693,164349.29571434538
1694,185463.5543088085
1695,161422.67180591752
1696,276895.2519792438
1697,169959.23506237453
1698,339006.73167710303
1699,306750.1442333473
1700,244270.70729731472
1701,269288.9063533773
1702,238629.51875063058
1703,236460.93197702809
1704,286355.31900557206
1705,231371.98277146133
1706,435798.38293060433
1707,201079.95556714208
1708,194837.29325285647
1709,278107.3357642627
1710,222580.63249346218
1711,270074.30415658175
1712,259912.24745290712
1713,263020.608277866
1714,223623.63425001854
1715,206054.91055563837
1716,180248.13122094914
1717,174818.59532855512
1718,131734.521702845
1719,203153.84813909576
1720,237582.1291598463
1721,163004.3160818915
1722,121935.91726567468
1723,155123.84442878852
1724,200343.81478347545
1725,244366.6030599848
1726,189118.79011193645
1727,148119.60350394007
1728,179466.56169382043
1729,161041.9837924457
1730,146858.3577740207
1731,120555.59842186593
1732,131522.99043643466
1733,114918.79342089107
1734,122671.08789620345
1735,129567.16851395628
1736,109401.41918347409
1737,302443.93060395273
1738,241135.33218735005
1739,245328.9360135043
1740,216506.6175704302
1741,189570.87806087403
1742,173935.956866041
1743,180749.3210500479
1744,314886.5120529266
1745,208846.2258474372
1746,179660.2444738454
1747,217055.56673124302
1748,224241.25668493786
1749,141389.17326911422
1750,127076.85138119418
1751,249224.0568292193
1752,118094.5388582552
1753,143532.350935702
1754,194977.3688828926
1755,167468.23626027565
1756,124468.18913324931
1757,121369.8870934688
1758,143802.73150152157
1759,164144.86933733278
1760,158512.38989297696
1761,146571.57216287588
1762,174640.75520729955
1763,182756.30811650524
1764,116036.93804596558
1765,169754.79327520434
1766,195933.9310772167
1767,223223.7658056509
1768,142616.565915248
1769,172502.16930140147
1770,153720.835475493
1771,121707.50636789903
1772,134727.0361161949
1773,123872.80068128271
1774,139597.27794420777
1775,143945.00478166295
1776,129834.99141479896
1777,107784.39901355706
1778,137923.08862580312
1779,117205.10527323172
1780,178184.06328430554
1781,126678.60696298628
1782,89746.94291958322
1783,144881.46779805387
1784,108442.63466402686
1785,117409.13507525339
1786,145005.26834116847
1787,165355.77988312737
1788,60489.82454464883
1789,98641.61398916022
1790,86808.71615156674
1791,185287.8777504547
1792,161645.93155900834
1793,128005.9646013226
1794,151196.45012970688
1795,139267.81219985793
1796,127079.60817783838
1797,108540.01664029773
1798,123415.4361005104
1799,117076.56786153084
1800,132996.79553501835
1801,125353.31690963685
1802,136038.65166407407
1803,147264.04841283642
1804,134126.8473114314
1805,137960.25011303136
1806,126341.4718797514
1807,130705.15719828187
1808,119017.6505729331
1809,118152.04728207171
1810,133461.3710532982
1811,84835.39696982127
1812,91212.37241493464
1813,122409.34754353351
1814,91253.00001292367
1815,53813.67193187992
1816,98037.03638272214
1817,99748.57607108784
1818,142543.4078682662
1819,129217.51231185783
1820,67760.37998427481
1821,118538.54731217396
1822,148263.2945163095
1823,51289.101418585604
1824,127033.88743167948
1825,138326.4603772019
1826,106340.046865326
1827,99113.09545245997
1828,131197.8486848664
1829,115617.3713871198
1830,141018.7441597898
1831,146696.19082380497
1832,68518.251329039
1833,135718.29680262943
1834,120873.1524083748
1835,119774.79185144545
1836,124222.53831366451
1837,86764.52773151855
1838,127289.7387746201
1839,107731.78749840087
1840,136540.08013539272
1841,134624.91672855002
1842,91709.43769833469
1843,126794.34558467536
1844,135540.85585980373
1845,145093.0456548296
1846,154083.71033310852
1847,164196.13660895676
1848,53309.39262921391
1849,110598.04736203398
1850,120140.16162798145
1851,161491.8163447384
1852,125932.94255994816
1853,128170.73105675128
1854,160786.31116008724
1855,142584.73981681152
1856,230540.00302520322
1857,147229.28149888368
1858,129955.18212999805
1859,116823.47115620822
1860,144647.51107418185
1861,116659.57744831788
1862,316010.14993115136
1863,297980.6556675859
1864,298049.6326017236
1865,338101.8662120321
1866,322009.93837591284
1867,228001.31471178652
1868,291347.5170209083
1869,205878.58697020198
1870,224689.3653780212
1871,243117.0721529952
1872,175996.4799754884
1873,257081.60372044463
1874,151258.4257404685
1875,201012.57544742618
1876,201310.93173789693
1877,213321.0836137591
1878,204856.375005867
1879,128564.56042657424
1880,129000.80853456982
1881,248588.84266954008
1882,252793.36818783398
1883,185087.89532016192
1884,205527.32581557703
1885,244103.04908239344
1886,284827.7427060545
1887,217666.44788023617
1888,274436.5639151333
1889,170515.39569077996
1890,119902.15854299684
1891,130006.85050952378
1892,100385.1647052173
1893,133424.92995681093
1894,124856.35618922045
1895,137427.4028093762
1896,127060.3504478163
1897,113895.2464782137
1898,117136.9323723089
1899,160683.70639004782
1900,161623.09627223675
1901,161694.23278055477
1902,154969.97246706812
1903,218105.69021219743
1904,144028.93490153964
1905,208209.9241500726
1906,141326.93767555864
1907,227390.09757502805
1908,110150.20230653031
1909,133306.3361996218
1910,119974.30484688401
1911,214783.66336996603
1912,353621.68808658136
1913,140039.17952705073
1914,73907.79735456826
1915,288212.51679917565
1916,62554.59737369726
1917,254715.35381136055
1918,144146.83895206984
1919,176978.93357585196
1920,154587.764175901
1921,383731.14109952154
1922,301579.23011541937
1923,227584.72437110098
1924,231210.26946106035
