SalePrice,id
119156.55694352876,1461
170746.8379432668,1462
181432.15595889883,1463
198221.1310205214,1464
201816.35984528606,1465
174662.69755876865,1466
173960.51150276474,1467
163350.9099558497,1468
175314.20783000198,1469
116165.61336989363,1470
179312.92335656355,1471
97919.66037967351,1472
102100.42120874644,1473
149364.86615731812,1474
121399.24121277864,1475
358965.7724803679,1476
244979.90479446846,1477
293417.5798671753,1478
275657.07111940323,1479
504757.7833951725,1480
326881.8659927589,1481
204963.24336809566,1482
178755.62406539274,1483
164969.06086394485,1484
179734.78026661722,1485
187431.54813814588,1486
340370.50735309906,1487
232715.08329055694,1488
178259.887787644,1489
248306.7830631301,1490
194292.27501876644,1491
79651.67571663395,1492
158571.71009161414,1493
309164.5212936302,1494
294781.8140523643,1495
234640.52641630996,1496
180614.54249026184,1497
164381.07625846998,1498
165342.0338653759,1499
160176.73263017723,1500
177229.26142787945,1501
137190.36844386323,1502
inf,1503
240285.5389198355,1504
227039.9648751961,1505
186097.83883167838,1506
257804.56029365567,1507
201453.30714258322,1508
162322.24581619242,1509
145677.89893265202,1510
150761.63329988957,1511
168721.51850811573,1512
144570.68618992233,1513
169816.64583505207,1514
187809.44775601028,1515
149661.44870878445,1516
157275.279107917,1517
129134.26794198396,1518
212018.77221135458,1519
131846.09953995456,1520
136264.05171604067,1521
174753.33639000484,1522
118583.38869046119,1523
127501.32676841269,1524
126458.915581642,1525
111171.17995291267,1526
103626.02841283265,1527
126401.04007400342,1528
158838.09261496487,1529
186717.91172810303,1530
120461.84928489292,1531
90798.79923472457,1532
159708.14866656004,1533
87820.06232187117,1534
136289.00487666976,1535
100055.34632468305,1536
34723.48009042584,1537
139325.3043906694,1538
168561.97490588183,1539
68117.07004862183,1540
138047.12924981926,1541
141999.58066728225,1542
195255.2097109968,1543
78153.97352732753,1544
116991.00052295224,1545
137626.4819761472,1546
144530.98384290788,1547
136534.62114233163,1548
104416.47690762051,1549
132479.32901527197,1550
99924.13290956654,1551
160240.2923114151,1552
152282.95731663116,1553
126027.41738581259,1554
158407.26075015747,1555
85937.66818329478,1556
217431.19504417633,1557
108340.9920107734,1558
67173.65311239037,1559
126775.77040058271,1560
331492.91951227403,1561
129766.35316345214,1562
123107.97224148706,1563
156380.29304211272,1564
150031.8605081859,1565
217172.56432800973,1566
77432.25595958366,1567
234841.11145446493,1568
173541.61482486723,1569
131432.3138305853,1570
116556.23225078528,1571
142272.85465270208,1572
243088.28480799758,1573
115113.95576810915,1574
200099.19324792898,1575
234111.23315053433,1576
172375.11474163664,1577
133526.53473891807,1578
142186.0440783917,1579
189994.30468857446,1580
148274.8744213919,1581
128450.36948011858,1582
306188.052200513,1583
220182.28148753717,1584
139674.39691337384,1585
65561.50735644708,1586
109004.28119067215,1587
139827.93321208656,1588
115029.67392506539,1589
132811.2684323613,1590
93341.49615171898,1591
99979.03850336157,1592
128807.58751357559,1593
inf,1594
141830.67416350255,1595
207101.019129496,1596
180531.88217722144,1597
235825.02014742082,1598
151772.60726939613,1599
148179.87943210592,1600
48079.86925715972,1601
127801.29085702515,1602
60638.10812458119,1603
255852.95196986565,1604
244822.95439025044,1605
167664.1510808605,1606
152673.8344602041,1607
218255.55632193363,1608
171012.79619251093,1609
153262.03214843688,1610
136027.22443291606,1611
171577.37017434707,1612
167234.89582367998,1613
122882.75923238277,1614
86250.32973163374,1615
77626.27079965545,1616
86131.96285011768,1617
127676.54485340859,1618
139325.3043906694,1619
inf,1620
139397.60546734952,1621
140589.56878054928,1622
277327.7721360031,1623
213368.88132453425,1624
110013.55122856713,1625
166776.1989299102,1626
196552.54868270463,1627
279281.2022892295,1628
178085.88986316603,1629
371277.23914749303,1630
242229.26063077216,1631
246946.5271476822,1632
161571.0252211073,1633
184858.222239577,1634
178406.83076335245,1635
156113.2680914857,1636
209651.0112039458,1637
190749.5674213251,1638
183358.07360302954,1639
245511.2921748415,1640
177906.63238267874,1641
254637.79209342683,1642
229212.05623181304,1643
241778.75095394827,1644
217146.05550114877,1645
159377.06464070905,1646
156218.11633060884,1647
129873.32223143055,1648
142620.62728506138,1649
107219.37786334957,1650
114994.5747052709,1651
100379.53900225401,1652
103660.82115764257,1653
147832.0848648053,1654
151568.94646679994,1655
146346.2926742516,1656
154482.94576031895,1657
149310.17675798142,1658
128595.49231147516,1659
150876.69994975306,1660
443493.82239755744,1661
420288.88357584446,1662
365030.6195849805,1663
inf,1664
299469.6600146198,1665
318365.8052521942,1666
372162.07183297107,1667
314416.7463894014,1668
285764.62078973197,1669
322876.43635088624,1670
264410.00529892906,1671
426490.7868653702,1672
302196.3165961815,1673
245294.10751813254,1674
198481.4199188751,1675
198523.82486734516,1676
216233.47976457558,1677
491412.6438303271,1678
365208.90120272443,1679
324288.5569130743,1680
228653.13659631115,1681
305973.2121964988,1682
189704.6159320521,1683
170762.47109033685,1684
169915.14042975087,1685
169754.46814153736,1686
158639.47413750726,1687
181465.38040366344,1688
184565.09918228726,1689
191361.7785265826,1690
177667.90305515652,1691
258418.96416168084,1692
163890.18947772228,1693
184204.97032264323,1694
164667.26804460096,1695
294179.6939765252,1696
172506.67746116244,1697
354935.29566213425,1698
335052.6336490767,1699
250040.53529357075,1700
266882.5956827779,1701
247618.16423988173,1702
240424.90562195948,1703
278039.60994343355,1704
213420.9799401525,1705
380952.78578875714,1706
200502.6332444191,1707
200539.34991757962,1708
280879.56277476845,1709
226451.7851398338,1710
260032.7981753046,1711
271333.701432262,1712
282676.793260539,1713
227247.92226750456,1714
206577.10201985054,1715
183503.61888355046,1716
166283.23421702543,1717
130816.06499020885,1718
207493.2457034552,1719
223186.02606688446,1720
151823.56521412812,1721
116976.72014451126,1722
151097.8741588187,1723
198323.99511038075,1724
242451.13060638058,1725
188245.5488138628,1726
152687.81289864154,1727
171493.61212369235,1728
167566.96130795806,1729
149583.82414328787,1730
119568.17947896436,1731
135786.66477931666,1732
115758.63870538595,1733
119232.94581966834,1734
120605.30778122705,1735
112026.01889619723,1736
271441.3690015841,1737
249111.3253836314,1738
265939.487633497,1739
247996.2895127015,1740
201576.30262514425,1741
174045.4743882571,1742
168876.0593196911,1743
inf,1744
217636.99299985636,1745
164823.12533575355,1746
221631.71536423612,1747
243437.20430366322,1748
148324.6580033321,1749
124509.73509058532,1750
236553.02226092914,1751
119189.28903887111,1752
147967.49207135194,1753
197333.88151907796,1754
183520.42000226214,1755
127660.96016684223,1756
119937.29318116198,1757
143712.90536025388,1758
164662.24284454505,1759
156595.1975963315,1760
146901.14629728912,1761
179767.6938841538,1762
173764.19365114556,1763
120289.19012180403,1764
149574.69448879146,1765
192962.73879800207,1766
212459.21148950738,1767
145553.4706207117,1768
165205.8515167375,1769
145016.98339255474,1770
114896.35385553894,1771
139011.0186979973,1772
126590.19819114471,1773
158373.42470905362,1774
139682.9222832197,1775
136056.28630071227,1776
120620.03112953097,1777
134282.53015217555,1778
108489.87930440882,1779
170752.04883326235,1780
126907.3819485263,1781
78798.20627358502,1782
151490.3325503611,1783
103505.92512071582,1784
126876.40223869638,1785
150173.86549494113,1786
153435.1869015368,1787
77325.99054823186,1788
103417.51703923481,1789
79072.82644535741,1790
176975.23764549493,1791
144901.96349168321,1792
134610.77132394613,1793
152282.95731663116,1794
138182.00772395055,1795
137441.8034675261,1796
109410.88005069287,1797
120999.77700579427,1798
117825.8479529176,1799
133979.6197113015,1800
137731.52347703848,1801
125685.58051689596,1802
146748.80002532844,1803
135067.53532256294,1804
132442.94720266556,1805
125459.48077609506,1806
121963.68522047454,1807
103537.51774786146,1808
117337.83393274105,1809
143270.62149696198,1810
inf,1811
94744.90068039515,1812
inf,1813
97806.17074421856,1814
58871.17100518395,1815
96648.98392931942,1816
97116.13397376903,1817
147931.3713606632,1818
147390.6175907019,1819
40202.731267150106,1820
82925.84489552699,1821
151897.7164044563,1822
33261.999355314176,1823
129960.54740411816,1824
138481.74009104303,1825
